identifiant,L'Express,Télérama,Brazil,Les Fiches du Cinéma,Les Inrockuptibles,Le Figaroscope,Cahiers du Cinéma,Le Point,Bande à part,Le Monde,20 Minutes,Télé Z,Ciné Live,So Film,La Septième Obsession,Le Quotidien de Paris,Chicago Sun-Times,Elle,BIBA,Télé Loisirs,Les Echos,Le Journal du Geek,Sud Ouest,Marianne,GQ,Metro,Le Figaro,Marie Claire,La Voix du Nord,Franceinfo Culture,Time Out Paris,France Soir,Obejctif-Cinema.com,La Tribune,Femme Actuelle,L'Obs,Gala,Télé Câble Sat,Ouest France,Abus de Ciné,L'Aurore,Positif,Impact,Konbini,TéléCinéObs,Mad Movies,Chronic'art.com,Critikat.com,Paris Match,La Croix,TF1 News,Télé 7 Jours,Rolling Stone,IGN France,Télé 2 semaines,Dvdrama,Le Parisien,Aden,L'Humanité,Courrier International,Closer,CinemaTeaser,Le Dauphiné Libéré,Filmsactu,Excessif,Charlie Hebdo,Ecran Large,Le Journal du Dimanche,VSD,Fantastikindia,Public,Première,LCI,Transfuge,Téléstar,CNews,Libération,Slate,Voici,Studio Magazine,Studio Ciné Live,Dernières Nouvelles d'Alsace,Le Soir,L'Ecran Fantastique,Culturopoing.com,aVoir-aLire.com
183325,Très bien,Pas terrible,Pas terrible,,Pas mal,Très bien,Pas mal,,,Très bien,Très bien,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Pas terrible,,,Très bien,,,,Très bien,,Pas terrible,,,,Chef-d'oeuvre,,,,,,,Très bien,,,,,,Pas mal,,,,,,,Très bien,,,,,,,,,Pas terrible,,,Très bien,,
109173,Pas terrible,Très bien,,,,,,Très bien,,Pas mal,Chef-d'oeuvre,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,Très bien,,,Pas mal,Très bien,Pas terrible,Très bien,Très bien,,,Très bien,,,,,Très bien,,,,,,,Pas mal,Très bien,Pas mal,,Pas mal,,,,Très bien,,,,,Pas mal,,,,,,,Pas mal,,
145331,,Pas terrible,,,,,Très mauvais,Pas terrible,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,,,Pas terrible,Très bien,,,Très mauvais,,,,Très bien,,,,,Pas mal,,,,Pas terrible,,,,,
103306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146229,,Pas terrible,,,Pas terrible,Très bien,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas mal,,,Pas mal,Pas terrible,,Pas terrible,,,,,,,Pas mal,,,,,Pas mal,,,,,,,Pas mal,Pas terrible,Très bien,,Pas mal,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
125433,Très mauvais,Très mauvais,,,Très bien,,Pas mal,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Très mauvais,,,,Pas mal,,Pas terrible,,,,Pas terrible,,,,,Très mauvais,,,,,,,,Pas mal,,,Très mauvais,,,,,,,,,Très mauvais,,,,Très mauvais,,,Pas mal,,
129640,Très bien,Pas mal,,,Pas mal,Très bien,Très mauvais,Très bien,,Pas mal,Très bien,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très bien,,,Très bien,,,Très mauvais,Pas terrible,Pas mal,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,,,,,Très bien,,,Très bien,,,,Très bien,,,,,,,,,Très bien,,,,,
142555,,Très mauvais,,,,Pas mal,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,,,,,,Très bien,,Très mauvais,,,,,Très mauvais,Très bien,,,Pas mal,,,,,,,,,,,,,,,,,,
139824,Très bien,Pas mal,,,Pas mal,,Très mauvais,,,Pas mal,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Pas terrible,,,Très bien,,,Pas mal,,,Très mauvais,,,,,,,,,,,Pas terrible,,,Très bien,,,Très bien,,Très bien,,,,,Très bien,,,,,,,,,Pas terrible,,,,,
140000,,Pas mal,Très bien,,Pas terrible,Pas mal,Pas terrible,Très bien,,Pas mal,Pas terrible,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas mal,,,Chef-d'oeuvre,Très bien,,Pas terrible,,,Pas mal,Pas mal,Très bien,,Très bien,,,,,Pas terrible,,,,,,,,Pas mal,,,Pas mal,,,,Très bien,,,,,Pas mal,,,,Pas mal,,,,,
176684,Pas terrible,Très bien,,,Très bien,Chef-d'oeuvre,Pas mal,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Très bien,,,Très bien,,,,Pas terrible,,Chef-d'oeuvre,,Très bien,,,,,,,Chef-d'oeuvre,,Très bien,,,,,Pas mal,Pas terrible,,,Très bien,,,,Pas mal,,,,,Pas mal,,,,Pas mal,,,Pas mal,,
126123,,Très bien,,,Très bien,,,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,,,,,,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,,,,Pas mal,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,
140458,,Pas mal,,,Très bien,,Pas mal,Pas terrible,,Très mauvais,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très mauvais,Pas terrible,,Pas mal,,Pas mal,Pas terrible,,,,Très bien,,,,,Très bien,,,,,,,,,Très bien,,Pas terrible,,,,,,,,,Pas terrible,,,,,,,,,
48749,,Pas terrible,,,Pas terrible,,,,,Très mauvais,Très bien,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,Pas terrible,,,,Pas mal,,,,,,,,,,,,Très mauvais,Pas terrible,,,Pas mal,,,,Pas mal,,,,,,,,,Pas mal,,,,,
29233,Très mauvais,Pas terrible,Pas terrible,,Pas mal,Très bien,Pas terrible,,,Pas mal,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas mal,,,,,,Pas mal,Très mauvais,,Pas terrible,,,,Pas terrible,,,,,Pas terrible,,,,,,,Pas mal,Pas mal,Très bien,,Pas mal,,,,Pas mal,,,,,Pas mal,,,,Pas mal,,,Pas mal,,
133955,Pas terrible,,Très mauvais,,Très mauvais,Très mauvais,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,Pas terrible,Très mauvais,Pas terrible,,,,,,,,,Pas terrible,,,,,,,Pas terrible,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,,Très mauvais,,
127922,,Pas mal,,,,Pas mal,,,,Très mauvais,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,,,,Pas mal,Très bien,,Pas terrible,,Très mauvais,,Très bien,,,,,Pas terrible,,,,,,,Pas mal,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,,Pas mal,,
140620,Pas terrible,Pas terrible,,,,Chef-d'oeuvre,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Très mauvais,,,,,Pas mal,,,,,,,Pas terrible,,,,,,,,Pas mal,,,Pas mal,,,,Très mauvais,,,,,,,,,Pas terrible,,,,,
178509,Pas terrible,Pas mal,,,Pas terrible,Très mauvais,,Très mauvais,,Pas terrible,,,,,,,,Pas mal,,,,,,Très bien,,Très mauvais,,,,,,,,,,,,,Très mauvais,,,Très mauvais,,,Pas terrible,,,Très mauvais,Pas mal,,,,,,,,Pas terrible,,,,,,,,Très mauvais,,,Pas terrible,,,,Très mauvais,,,,,Très mauvais,,,,Pas terrible,,,,,
125119,Pas terrible,Très bien,,,Très bien,Très bien,Très bien,Très bien,,Très bien,Très bien,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,Très bien,,,Très bien,,,Pas mal,,,Très bien,,Très bien,,,,,,,Chef-d'oeuvre,,Pas terrible,,,,,,Pas mal,,,Pas mal,,,,Pas mal,,,,,,,,,Pas mal,,,,,
126386,Très bien,Très bien,Très mauvais,,,Très bien,Pas mal,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Chef-d'oeuvre,,,,,,,,Très bien,,,,,,,,,,,,,Très bien,,,Pas terrible,Chef-d'oeuvre,,Très bien,,Pas mal,Pas mal,,,,Chef-d'oeuvre,,,,,Très bien,,,,,,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,Très bien,,,,Très bien,,,,,Très bien,,,,Très bien,,,,,
146955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188871,Très mauvais,Pas mal,,,Pas terrible,Pas terrible,,Très mauvais,,,,,,,,,,Pas terrible,,,,,,,,Très mauvais,,,,,,,,,,,,,Pas terrible,,,,,,Très mauvais,,,Très mauvais,Pas mal,,,,,,,,,,,,,,,Très mauvais,Pas mal,,,Pas terrible,,,,Pas terrible,,,,,Pas terrible,,,,Très mauvais,,,,,
129054,,Pas mal,Très bien,,Très bien,Chef-d'oeuvre,Pas mal,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Très bien,,,,,,Très bien,,Très bien,,,,,,,,,,Très bien,,,Très bien,,,Chef-d'oeuvre,Très bien,,Très bien,,Très bien,Pas terrible,Très bien,Pas mal,,Très bien,,,,,Très bien,,,,,,,,Très bien,Très mauvais,,Très bien,,,,Très bien,,,,,Très mauvais,,,,Chef-d'oeuvre,,,,,
57212,,Pas terrible,,,Pas terrible,Chef-d'oeuvre,Pas mal,Pas mal,,Pas mal,,,,,,,,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Très bien,,,,,,Pas terrible,,,Pas terrible,,Pas terrible,,Pas mal,,,,,Pas mal,,,,,,,,Très bien,,,Pas mal,,,,Pas mal,,,,,,,,,Très bien,,,Pas mal,,
183099,,Pas terrible,,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,Très mauvais,,,,,,,,,,,,Pas mal,,,,,,,Pas mal,Pas terrible,,,Pas terrible,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
110815,Très mauvais,Pas mal,,,,Très bien,,Pas mal,,Très mauvais,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,Pas mal,,,,,,,Chef-d'oeuvre,Pas mal,,,,,,,,,,Pas terrible,,,,,,,Chef-d'oeuvre,Pas mal,,,Pas mal,,,,,,,,,,,,,,,,Chef-d'oeuvre,,
136190,,Pas terrible,,,Pas mal,Chef-d'oeuvre,Très mauvais,,,Pas terrible,Très bien,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Pas mal,,,Pas mal,,,,Pas terrible,Très bien,Très bien,,,,Pas mal,,,,,Très bien,,,,,,,Pas terrible,Pas terrible,,,Chef-d'oeuvre,,,,,,,,,Très mauvais,,,,,,,Pas mal,,
126678,Pas terrible,Très bien,,,Pas terrible,Pas mal,,Très mauvais,,Très mauvais,Très bien,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,Pas mal,Pas terrible,Pas terrible,Très mauvais,,,,Pas mal,,,,,,,,,,,,Très mauvais,Pas mal,,,Pas mal,,,,Pas mal,,,,,Pas terrible,,,,Pas mal,,,Très bien,,
143994,,Pas terrible,,,Pas terrible,Pas terrible,Pas mal,Pas mal,,Pas mal,Pas mal,,,,,,,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,,Pas mal,,,,,,Très mauvais,Très bien,,Pas terrible,Très bien,,,Très mauvais,,,,,Très bien,,,,,,,Pas mal,Pas terrible,,,Pas terrible,,,,Pas mal,,,,,Très mauvais,,,,Pas terrible,,,,,
136370,Très bien,Pas terrible,Pas terrible,,Pas mal,Pas terrible,,,,Très bien,Très bien,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,Chef-d'oeuvre,,Pas mal,,,,,,,,,,,Très bien,,,,,,Très bien,,,,,,,Très bien,,,,,,,,,Très bien,,,Très bien,,
142987,,Pas terrible,,,Très bien,,,,,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,Pas terrible,Pas mal,,Très mauvais,,,,,,,,,Pas mal,,,,,,,Pas terrible,Pas mal,,,Pas mal,,,,,,,,,,,,,Pas terrible,,,Pas mal,,
140335,Très mauvais,Pas mal,,,Chef-d'oeuvre,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très bien,,,Pas terrible,,Chef-d'oeuvre,,,,,Pas mal,,,,,Pas mal,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,Pas terrible,,,,,
177999,,Pas mal,Très bien,,Pas mal,Pas mal,,,,Pas mal,,,,,,,,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Très bien,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,Pas mal,,,,Pas terrible,,,,,Très bien,,,,Bien,,,,,
179442,,Pas mal,,,,Pas mal,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,Très bien,,Très bien,,,,,,,,,,,,,Pas mal,,,Pas mal,,,,,,,,,Très mauvais,,,,Pas terrible,,,,,
177854,,Pas terrible,Très bien,,Pas terrible,Chef-d'oeuvre,,Très mauvais,,Pas mal,Très bien,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,Très bien,,Pas terrible,,,Pas mal,Très bien,Très bien,,Chef-d'oeuvre,,,,,Très bien,,,,,,,Très bien,Très bien,,,Pas mal,,,,Très bien,,,,,,,,,Pas mal,,,,,
131841,Pas mal,Pas mal,Pas mal,,Pas terrible,Très bien,,Très bien,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,,,Très mauvais,Très bien,,,Très bien,,,,,Très bien,,,,,,,Très bien,Pas mal,,,Pas mal,,,,Pas mal,,,,,,,,,Pas terrible,,,,,
144222,Pas terrible,Pas mal,Très bien,,Pas mal,Très bien,Pas terrible,,,Pas terrible,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Pas mal,,,Pas terrible,,,,,,Pas terrible,Pas terrible,Très mauvais,Pas mal,,Très bien,,,,,,,,,,,,,,Très bien,Très bien,,,Très bien,,,,Très bien,,,,,Pas mal,,,,Pas mal,,,,,
129815,,Pas mal,Pas mal,,Chef-d'oeuvre,Très mauvais,Très bien,,,,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,Très bien,Très bien,,Pas mal,,,Pas mal,,,,,,,,,Très bien,,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,Pas mal,,,,,,,,,Très bien,,,Très bien,,
174327,Pas mal,Très bien,Pas mal,,Très bien,Chef-d'oeuvre,Pas terrible,Très bien,,Pas mal,Très bien,,,,,,,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,,Très bien,,,Très bien,,,Très bien,,Très mauvais,Très bien,Pas mal,,,Très bien,,,,,Très bien,,,,,,,Pas mal,Très bien,,,Très bien,,,,Pas mal,,,,,Pas terrible,,,,,,,,,
51407,Pas mal,Pas terrible,,,Très bien,,,,,Pas terrible,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Très mauvais,Pas mal,Pas terrible,,,,Chef-d'oeuvre,,,,,Très mauvais,,,,,,,Pas mal,Pas mal,,,Pas mal,,,,Pas mal,,,,,,,,,Pas terrible,,,,,
147914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174416,,Pas terrible,Pas mal,,Très bien,Très mauvais,Très mauvais,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,,,Pas mal,,Pas terrible,Très mauvais,,Très mauvais,,Pas terrible,,,,,,,,,,,,,Très mauvais,,,Très bien,,,,Pas mal,,,,,Très bien,,,,Très bien,,,,,
189699,Très bien,Pas terrible,,,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,,,,,,,Chef-d'oeuvre,,,,,,Très bien,,Chef-d'oeuvre,,,,,,,,,,Très bien,,,Chef-d'oeuvre,,,Très bien,,,Chef-d'oeuvre,,Très mauvais,Chef-d'oeuvre,,Très bien,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,,Pas mal,,,,,,Très bien,,,,Très bien,,,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,,,
138529,Pas mal,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,,Chef-d'oeuvre,,,,,Très bien,,,,,,,Pas terrible,Pas mal,,,Pas mal,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
183425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143767,,Pas mal,Très mauvais,,Pas terrible,Très bien,,,,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas terrible,,,Très mauvais,,,Très mauvais,,,,Pas mal,,,,,,,,Chef-d'oeuvre,,,,,,,,Très bien,,,Pas mal,,,,Pas mal,,,,,Pas mal,,,,Pas mal,,,,,
189616,Chef-d'oeuvre,Chef-d'oeuvre,,,Très bien,,Très bien,Chef-d'oeuvre,,Chef-d'oeuvre,Très bien,,,,,,,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,,Très bien,,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,,Chef-d'oeuvre,,,,,,,,,,,Chef-d'oeuvre,,,,Très bien,,,,,Très bien,,,,,,,,,
135561,Pas mal,Pas mal,,,Pas terrible,Pas mal,,Pas terrible,,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Pas terrible,Très bien,,Pas terrible,,Pas mal,,Très bien,,,,,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Pas mal,,,,Pas mal,,,Pas terrible,,
137312,Pas mal,Pas terrible,Très bien,,Pas terrible,Pas mal,Pas terrible,Très bien,,Pas mal,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,,Pas mal,,,Pas mal,Très bien,,Pas mal,,,Pas terrible,Très bien,,,,,,,,Très bien,,,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,,Très bien,,,,,Très bien,,,,Très bien,,,,,
139966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140139,Pas mal,Pas terrible,Très bien,,Très mauvais,Très bien,Très mauvais,Chef-d'oeuvre,,Très bien,Pas terrible,,,,,,,Chef-d'oeuvre,,,,,,Très bien,,Pas terrible,,,,,,,,,,,,,Très bien,,,Très bien,,,Très mauvais,,Pas terrible,Pas terrible,Pas mal,Très bien,,Pas terrible,,,,,Très bien,,,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,,Très bien,,,,,Pas mal,,,,,,,,,
170652,Pas mal,Pas terrible,Pas terrible,,,Très mauvais,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas terrible,,,,,,Très mauvais,,,,Très mauvais,Pas terrible,,,,,,,Pas mal,,,,,,,Pas mal,Pas mal,,,,,,,Pas terrible,,,,,Très bien,,,,Très mauvais,,,,,
169922,Très bien,Pas mal,,,Très bien,Pas mal,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,Très bien,,,Pas mal,,,Pas terrible,,,,,,,,,Très bien,,Pas mal,,,,,,Très mauvais,,,Très bien,,,,Pas mal,,,,,,,,,Pas terrible,,,,,
183574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135259,Pas mal,Très mauvais,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,Chef-d'oeuvre,,Très mauvais,,,,,,,,,,,,Pas terrible,,,,,,,Pas terrible,Pas terrible,,,Très mauvais,,,,Pas mal,,,,,,,,,Pas mal,,,,,
132095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179786,,Très bien,Pas terrible,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Pas terrible,,,,,,Pas mal,,Très bien,,,,,,,,,,,,,Pas mal,,,Très mauvais,,,Très bien,,Très mauvais,Pas mal,,Chef-d'oeuvre,,,,,,,,,,,,,,Chef-d'oeuvre,Très bien,,,Pas mal,,,,Très bien,,,,,Très bien,,,,Très mauvais,,,,,
127381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175746,,Pas terrible,,,,,Très bien,Pas mal,,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très bien,Très bien,Très bien,Très mauvais,,,,,,,,,Très bien,,,,,,,Pas terrible,Pas mal,,,Pas mal,,,,Très bien,,,,,,,,,Pas mal,,,Pas mal,,
140140,Très bien,Très bien,Chef-d'oeuvre,,Très bien,Très bien,Pas mal,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Très bien,,,,,,Très bien,,Pas terrible,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,Très bien,,,Pas mal,,,,,,,,,Pas mal,,Pas terrible,,,,,Chef-d'oeuvre,Très bien,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,,,Très bien,,,,Très bien,,,,,
182453,Chef-d'oeuvre,Très bien,,,Très bien,Chef-d'oeuvre,Pas mal,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,Chef-d'oeuvre,,Très bien,,,,,,,,,,,,,Très bien,,,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,,,Chef-d'oeuvre,,Pas terrible,,Chef-d'oeuvre,,,,,Très bien,,,,,,,,Très bien,Très bien,,,,,,Très bien,,,,,,,,,Chef-d'oeuvre,,,,,
172873,,Très bien,,,Chef-d'oeuvre,Très bien,Pas terrible,Chef-d'oeuvre,,Très bien,Très bien,,,,,,,Très bien,,,,,,Très bien,,Chef-d'oeuvre,,,,,,,,,,,,,Très bien,,,Très bien,,,Très bien,,Très mauvais,Chef-d'oeuvre,Très bien,Pas terrible,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,Très bien,,,,,,Très bien,,,Très bien,,,,Très bien,,,,,Pas mal,,,,Pas mal,,,,,
173428,Très bien,Pas mal,,,Pas mal,Pas mal,,Très bien,,Pas terrible,Très bien,,,,,,,Très bien,,,,,,,,Très bien,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,Pas mal,,,Chef-d'oeuvre,,,Très mauvais,Pas terrible,Pas mal,,Très bien,,,,,Chef-d'oeuvre,,,,,,,,Très bien,,Très bien,Très bien,,,,Chef-d'oeuvre,,,,,Pas mal,,,,Pas mal,,,,,
126523,,,,,Pas mal,Pas mal,,Pas mal,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,Pas terrible,,,Pas terrible,,,Pas terrible,Pas mal,,,Pas mal,,,,,Pas terrible,,,,,,,Très mauvais,,,,Pas terrible,,,,,,,,,,,,,,,,,,
127741,Pas terrible,Pas mal,Pas terrible,,Pas terrible,Très bien,Pas mal,Très bien,,Très mauvais,Très bien,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,Pas mal,,,Très mauvais,,Pas terrible,,Chef-d'oeuvre,,,,,Pas mal,,,,,,,Très bien,Pas mal,,,Très bien,,,,Pas mal,,,,,,,,,Très bien,,,Très bien,,
180417,,Pas terrible,,,Chef-d'oeuvre,,,Très mauvais,,Très bien,,,,,,,,Pas mal,,,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,Pas mal,,Chef-d'oeuvre,Chef-d'oeuvre,Chef-d'oeuvre,Très mauvais,,Chef-d'oeuvre,,,,,Très bien,,,,,,,Très bien,,,,Pas terrible,,,,Très bien,,,,,Chef-d'oeuvre,,,,Très mauvais,,,Très mauvais,,
145167,,Pas terrible,,,Pas mal,Chef-d'oeuvre,,Chef-d'oeuvre,,Très bien,Pas mal,,,,,,,Pas mal,,,,,,Très bien,,Pas terrible,,,,,,,,,,,,,Très bien,,,Très bien,,,Pas mal,,,Très mauvais,Très bien,Très bien,,Pas mal,,,,,Très bien,,,,,,,,Pas mal,,,Pas terrible,,,,Pas mal,,,,,Pas mal,,,,Pas terrible,,,,,
184261,,Pas mal,,Pas terrible,Pas mal,,,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,Pas mal,,,,,,,,,,,Très bien,,,Pas mal,,,Très bien,,Très bien,Pas terrible,,,,Pas mal,,,,,,,,,Très bien,,,Pas mal,,
187266,Pas mal,Pas terrible,,Pas terrible,Pas terrible,Pas mal,,Très mauvais,,Pas terrible,Chef-d'oeuvre,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,Pas mal,,,Pas terrible,,,Très bien,,Très mauvais,Très mauvais,,Pas mal,,,,,,,Chef-d'oeuvre,,,,,,,,Pas terrible,,Très bien,Très bien,,,,Chef-d'oeuvre,,,,,,,,,Pas mal,,,,,
144195,Pas terrible,Très bien,Pas terrible,,Chef-d'oeuvre,Très bien,Très bien,,,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,Très bien,,Pas mal,,,Pas terrible,,,,Chef-d'oeuvre,,,,,Très bien,,,,,,,,Pas mal,,,Pas mal,,,,Pas terrible,,,,,,,,,Pas mal,,,,,
