identifiant,release,nationalite,date_sortie_dvd,date_sortie_bluray,date_sortie_vod,type_film,budget,langues,format_production,couleur,format_audio,format_projection,recompenses,num_visa,duration,genre1,genre2,genre3,director,press_rating,press_reviews,spectators_rating,spectators_reviews,L’Écran fantastique,Les Cahiers du cinéma,Cinemateaser,Les Inrocks,Mad Movies,Positif,Première,Télérama,Transfuge,À voir à lire,Bande à part,Critikat,Culturebox,Culturopoing,Ecran large,Filmsactu,Journal du geek,La Septième obsession,LCI,Les Fiches du cinéma,IGN France,20 minutes,Charlie Hebdo,CNews,Les Dernières Nouvelles d’Alsace,Les Echos,L’Humanité,La Croix,La Voix du nord,Le Dauphiné Libéré,Le Figaro,Le JDD,Le Monde,Le Parisien,Le Point,Libération,Marianne,Nouvel Obs,Ouest France,Sud-Ouest,Biba,Closer,Elle,Femme actuelle,GQ,Marie-Claire,Paris Match,Public,Rolling Stone,Télé 2 semaines,Télé 7 jours,Téléloisirs,Voici
178366,en salle,,-,-,30/09/2011,Long métrage,-,Anglais,35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,2 prix et 3 nominations,123944,1h 58min,Drame,,,Peter Mullan,"3,3",17,"3,5",707,,,,,,Pas terrible,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Pas terrible,Très bien,Nul,,,,,,,,,,,,,,,,,
173829,en salle,,01/12/2024,01/12/2024,11/12/2010,Long métrage,-,"Français, Italien",-,Couleur,-,-,1 prix et 1 nomination,126526,2h 00min,Drame,,,Silvio Soldini,"2,9",11,"3,0",129,,,,,,Pas terrible,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,Très bien,,,,,,,,,,,,,,,,,,
171727,en salle,Grande-Bretagne,-,-,-,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 31min,Comédie,,,John Landis,"2,8",21,"2,8",647,,,,,Pas terrible,Pas mal,Pas mal,Pas terrible,,,,,,,,Pas terrible,,,,,,,Très bien,,,,,,,,,,Pas mal,,Pas mal,Très mauvais,,,Pas mal,,,,,,,,,,,,,,
144472,en salle,,-,-,03/03/2011,Long métrage,-,Français,-,N&B,-,-,3 prix et 2 nominations,125309,1h 35min,Comédie,,,Olias Barco,"2,4",16,"2,6",307,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,,,Très bien,,Pas terrible,,,,Pas mal,,,,,,,,,,
190344,en salle,France,-,-,-,Long métrage,-,"Farsi, Français, Persan",-,Couleur,-,-,1 prix et 4 nominations,130383,1h 40min,Drame,,,David Dusa,"2,6",16,"3,3",37,,,,,,Pas terrible,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,
179068,en salle,France,-,-,09/03/2020,Long métrage,-,Français,-,Couleur,-,-,,124257,1h 26min,Comédie dramatique,,,Lars Blumers,"3,1",17,"2,6",215,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,,,,,,Pas mal,,,,Très bien,,,,Pas mal,,,,,,
180607,en salle,Uruguay,30/11/2024,30/11/2024,-,Long métrage,6 000 USD,Espagnol,-,Couleur,-,-,3 nominations,127831,1h 28min,Epouvante-horreur,,,Gustavo Hernandez,"2,1",19,"1,6",564,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,Très mauvais,,,,,,,Très mauvais,,,,,,,,,,Pas mal,Pas terrible,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,
198358,en salle,Norvège,04/06/2013,-,23/11/2018,Long métrage,-,Norvégien,-,Couleur,-,-,,-,1h 27min,Action,Drame,Thriller,Erik Skjoldbjaerg,"2,9",10,"2,3",388,,,,,,Très bien,Très mauvais,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,Pas mal,,,,,,
170825,en salle,France,-,-,23/11/2010,Long métrage,-,Français,35mm,Couleur,-,-,2 nominations,123641,1h 30min,Comédie dramatique,,,Romain Goupil,"3,4",26,"2,4",405,,,,,,Très bien,Très bien,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Pas mal,,,,,Pas mal,,Très bien,Très bien,Chef-d'oeuvre,,Très bien,,,,Très bien,,,,Très bien,,,,,,
193030,en salle,,05/02/2013,-,01/03/2020,Long métrage,-,ARABIC,-,Couleur,-,-,1 prix et 11 nominations,120874,1h 46min,Drame,,,Leïla Kilani,"3,9",18,"2,8",143,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
180361,en salle,,05/04/2011,-,29/01/2011,Long métrage,2 000 000 EUR,Français,-,Couleur,-,-,2 prix et 1 nomination,122965,1h 32min,Drame,Guerre,,Mahamat-Saleh Haroun,"3,7",23,"3,0",245,,,,,,Très bien,Pas mal,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,,Très bien,Très bien,,,Pas mal,,,,,,,,Très bien,,,,,,
181910,en salle,,-,-,20/02/2011,Long métrage,-,Français,-,Couleur,-,-,,117141,1h 17min,Animation,,,Jean-Christophe Roger (II),"2,8",12,"3,4",84,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,Pas mal,,,Très bien,,,,,,,,,,,,,,
53355,en salle,Russie,-,-,02/03/2012,Long métrage,-,Russe,-,Couleur,Dolby Digital,-,1 prix et 7 nominations,130721,1h 15min,Animation,Famille,,Garri Bardine,"3,6",10,"3,2",68,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,Très bien,,,,,,,,,,,,,,
176752,en salle,France,-,-,24/02/2011,Long métrage,-,Français,35mm,Couleur,DTS,1.85 : 1,,119 567,1h 38min,Drame,,,Mikhaël Hers,"3,0",16,"2,5",133,,,,,,Pas terrible,,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,Très bien,,,,,,,,,,,,,,,,,
185890,en salle,,-,26/05/2011,30/11/2024,Long métrage,-,Espagnol,-,Couleur,-,-,,128127,1h 23min,Action,Animation,Thriller,Gustavo Cova,"2,2",10,"2,8",138,,,,,,,Très mauvais,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,Très bien,,,,,,
182888,en salle,France,-,-,-,Long métrage,2 000 000 EUR,Français,35mm,Couleur,Dolby SRD,1. 66,4 nominations,124122,1h 33min,Drame,,,Yves Caumon,"2,8",16,"2,1",156,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,Très bien,,,,,,,,,,,,,,,,,,
199158,en salle,France,20/03/2013,-,14/03/2013,Long métrage,-,Français,-,Couleur,-,-,4 prix et 11 nominations,134177,1h 15min,Comédie dramatique,,,Rachid Djaïdani,"4,0",22,"2,8",703,,,,,,Chef-d'oeuvre,Pas mal,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Chef-d'oeuvre,Très bien,Très bien,,,Pas terrible,,,,,,,,,,,,,,
177231,en salle,,02/04/2013,-,16/06/2011,Long métrage,-,"Anglais, Persan",-,Couleur,-,-,,126 218,1h 32min,Drame,Thriller,,Rafi Pitts,"3,7",18,"2,7",111,,,,,,Chef-d'oeuvre,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,Très bien,Chef-d'oeuvre,Très bien,,,,,,,,,,,,,,,,
172431,en salle,France,-,-,-,Long métrage,-,Français,HD,Couleur,-,-,1 prix et 6 nominations,130724,2h 13min,Comédie dramatique,,,Djinn Carrenard,"3,9",19,"3,7",419,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Chef-d'oeuvre,,,,,,,Très bien,,,,Très bien,,,,,,
57186,en salle,France,01/12/2015,-,-,Long métrage,-,Français,-,Couleur,-,-,,127464,0h 44min,Animation,,,N/A,"3,4",5,"3,9",23,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
132642,en salle,U.S.A.,14/02/2019,-,16/06/2011,Long métrage,-,Anglais,35mm,Couleur,Dolby SR,-,,-,1h 29min,Comédie dramatique,,,Kevin Asch,"3,1",19,"2,5",694,,,,,,,Très bien,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,
140437,en salle,Grande-Bretagne,28/01/2019,-,11/12/2010,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 27min,Thriller,,,Hideo Nakata,"2,6",16,"2,9",875,,,,,Chef-d'oeuvre,Pas terrible,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,
140305,en salle,,-,-,20/11/2017,Long métrage,-,"Anglais, Espagnol",35mm,Couleur,Dolby Digital,-,2 prix et 2 nominations,-,2h 01min,Comédie dramatique,,,Bernard Rose,"3,0",24,"2,7",492,,,,,,Pas mal,Très bien,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,Pas mal,Pas terrible,,Très bien,,,Pas mal,,,,Pas mal,,,,Très bien,,,,,,
111002,en salle,,-,-,04/09/2011,Long métrage,-,Français,-,Couleur,-,-,9 nominations,125756,1h 45min,Drame,,,Martin Provost,"3,2",19,"3,0",357,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,Pas mal,Très bien,Très bien,Très bien,,Pas mal,,,,,,,,,,,,,,
138478,en salle,U.S.A.,03/12/2012,-,01/04/2017,Long métrage,51 000 000 USD,Anglais,-,Couleur et N&B,-,-,,131975,1h 24min,Biopic,Drame,,Rob Epstein,"2,7",14,"3,1",262,,,,,,Pas terrible,Pas terrible,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,,Très mauvais,,,,,,,,,,,,,,,,,
190790,en salle,France,-,-,27/08/2017,Long métrage,-,Français,-,Couleur,-,-,,121867,1h 15min,Drame,,,Élise Girard,"3,5",13,"1,9",151,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,,Très bien,,,,,,,,,,
183108,en salle,U.S.A.,-,-,-,Long métrage,15 000 000 USD,Anglais,-,Couleur,-,-,2 nominations,-,1h 52min,Biopic,Drame,Musical,Shana Feste,"1,3",3,"3,4",276,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134750,en salle,,-,-,19/09/2010,Long métrage,-,"Anglais, Français",-,Couleur,-,-,3 nominations,122 236,1h 42min,Drame,,,Jean-Luc Godard,"3,2",21,"1,9",230,,,,,,Pas terrible,,Très bien,,,,,,,,Très mauvais,,,,,,,Très bien,,,,,Pas terrible,,,,,Pas mal,Pas terrible,Pas terrible,Très bien,Très bien,,,,,,Très bien,,,,,,,,,,
171231,en salle,Grande-Bretagne,-,-,22/10/2011,Long métrage,12 000 000 USD,Anglais,-,Couleur,-,-,,-,1h 51min,Drame,Thriller,,Rowan Joffe,"2,9",18,"2,5",178,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,Très bien,Pas mal,,,Pas mal,,,,,,,,,,,,,,
195869,en salle,Japon,-,-,09/09/2012,Long métrage,-,Japonais,-,Couleur,-,-,4 nominations,133114,1h 44min,Comédie,,,Hitoshi Matsumoto,"3,3",16,"3,8",212,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,,,,,,Très bien,,,,,,
181644,en salle,,19/01/2012,01/12/2024,14/06/2011,Long métrage,-,"Danois, Allemand",-,Couleur,-,-,2 nominations,-,1h 24min,Animation,,,Jesper Møller,"3,3",12,"3,4",29,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,,,,,,,,,,,,,,
190068,en salle,U.S.A.,-,-,10/12/2012,Long métrage,250 000 USD,Anglais,-,Couleur,-,-,1 prix et 4 nominations,133556,1h 13min,Aventure,Drame,Famille,Matthew Gordon,"3,6",18,"3,9",416,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,Très bien,Très bien,,,,,,,,,,,,,,,,,
185046,en salle,,-,-,-,Long métrage,-,Flamand,-,Couleur,-,-,6 prix et 1 nomination,-,1h 38min,Drame,,,Hans Van Nuffel,"3,0",19,"3,9",463,,,,,,Pas mal,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,Pas mal,,,,Pas mal,,,,,,,,Très bien,,,,,,
182902,en salle,,-,-,18/01/2024,Long métrage,-,Italien,-,Couleur,-,-,2 prix et 5 nominations,125747,1h 45min,Drame,,,Claudio Cupellini,"3,4",14,"3,5",204,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,Pas mal,Très bien,,,,,,,,,,,,,,,,,
176782,en salle,,-,-,10/03/2011,Long métrage,1 000 000 EUR,Allemand,-,Couleur,-,-,1 prix et 3 nominations,-,1h 30min,Biopic,Drame,Judiciaire,Benjamin Heisenberg,"3,8",18,"3,1",235,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,Chef-d'oeuvre,,Pas mal,,,,,,,,,,,,,,,,,
189544,en salle,France,-,-,23/07/2011,Long métrage,-,Français,-,Couleur,-,-,,123254,1h 30min,Comédie,,,Hiner Saleem,"3,8",19,"3,2",233,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Très bien,Très bien,Très bien,,Très bien,,,,,,,,,,,,,,
186976,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,116465,1h 31min,Drame,,,Roberto Garzelli,"3,3",10,"1,9",72,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,,Très bien,,,,,,
183985,en salle,,-,-,-,Long métrage,-,"Anglais, Français, Norvégien, Serbe",35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,1 prix et 1 nomination,127887,1h 21min,Comédie,Drame,,Bent Hamer,"3,1",13,"3,0",44,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,,Très bien,Très mauvais,,,Très bien,,,,,,,,,,,,,,
110874,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,112168,1h 38min,Drame,Thriller,,Pierre Vinour,"2,4",9,"2,6",26,,,,,,,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas terrible,,,,,,,,,,,Pas mal,,,,,,
175040,en salle,,-,-,30/07/2015,Long métrage,-,Anglais,-,Couleur,-,-,,-,1h 49min,Action,Drame,Thriller,Ken Loach,"2,9",26,"2,8",430,,,,,,Pas mal,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas terrible,Pas terrible,Chef-d'oeuvre,Pas mal,,,Pas mal,,,,Très bien,,,,Très mauvais,,,,,,
182875,en salle,Russie,-,-,31/03/2020,Long métrage,15 000 000 USD,Russe,-,Couleur,-,2.35 : 1 Cinemascope,,126815,1h 47min,Action,Fantastique,,Alexander Voytinskiy,"1,0",1,"2,6",270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134458,en salle,U.S.A.,-,-,18/08/2010,Long métrage,16 000 000 USD,Anglais,-,Couleur,-,-,,121 859,1h 45min,Comédie dramatique,,,Olivier Dahan,"2,2",22,"2,6",489,,,,,,Très mauvais,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Très mauvais,Pas terrible,Très mauvais,,,Pas mal,,,,Pas mal,,,,Pas terrible,,,,,,
189570,en salle,Grande-Bretagne,30/11/2024,-,19/12/2017,Long métrage,-,Anglais,-,Couleur,-,-,5 nominations,128221,1h 52min,Comédie,,,N/A,"2,9",17,"2,5",201,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Très bien,Très bien,Pas terrible,,,,,,,,,,,,,,,,,
142455,en salle,France,-,-,30/11/2024,Long métrage,-,Français,35mm,Couleur,-,-,,-,1h 38min,Drame,,,Yves Thomas,"2,0",10,"2,4",136,,,,,,Pas terrible,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Très mauvais,Pas terrible,Pas mal,,,,Pas terrible,,,,,,,,,,,,,,
177383,en salle,France,-,-,18/08/2010,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,,118 385,1h 26min,Comédie,,,N/A,"1,9",13,"2,4",122,,,,,,Très mauvais,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas mal,,,Pas terrible,,,,,,,,,,,,,,
189548,en salle,France,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,-,1h 24min,Comédie,,,Serge Papagalli,"1,0",4,"3,1",42,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Très mauvais,,,,,,,,,,,,,,,,,
185089,en salle,République tchèque,01/12/2024,-,10/03/2011,Film à sketches,-,-,-,Couleur,-,-,,127805,0h 38min,Animation,,,N/A,"3,0",2,"2,4",3,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
186008,en salle,Grande-Bretagne,03/04/2012,-,17/04/2017,Long métrage,-,Anglais,-,Couleur,-,-,2 nominations,129742,1h 36min,Biopic,Comédie dramatique,,S.J. Clarkson,"2,3",9,"2,9",156,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,,,,,,Très bien,,,,,,,,,,,,,,
186793,en salle,France,-,-,14/06/2012,Long métrage,-,"Anglais, Finlandais, Français",-,Couleur,-,-,4 nominations,125253,1h 28min,Comédie,,,Mikael Buch,"2,5",15,"2,4",346,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Très mauvais,Pas terrible,Pas mal,,,,,,,,,,,Très mauvais,,,,,,
186083,en salle,Italie,-,-,29/10/2011,Long métrage,-,Italien,35mm,Couleur,Dolby SRD,1.85 : 1,2 nominations,-,1h 51min,Comédie,Drame,,Paolo Virzì,"3,0",20,"3,3",165,,,,,,Très bien,Pas terrible,Pas terrible,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,Très mauvais,Très bien,Très bien,,,,Pas mal,,,,Très bien,,,,,,,,,,
183976,en salle,,-,-,-,Film à sketches,-,-,-,Couleur,-,-,,-,0h 36min,Animation,,,Siri Melchior,"2,5",2,"2,9",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
143928,en salle,,06/07/2011,-,19/07/2017,Long métrage,-,"ARABIC, Anglais, Hébreu",-,Couleur,-,-,2 nominations,123959,1h 52min,Drame,Historique,,Julian Schnabel,"1,7",17,"3,0",243,,,,,,Très mauvais,,Pas terrible,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Pas terrible,,Très mauvais,Pas terrible,Très bien,,,,,,Pas terrible,,,,,,,,,,
175625,en salle,France,-,-,02/07/2011,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,,123 378,1h 40min,Drame,,,Djamshed Usmonov,"2,6",17,"2,1",88,,,,,,Pas terrible,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,Très bien,Pas terrible,,,,,,,,,,,,,,,,,
177741,en salle,Norvège,-,-,02/06/2011,Long métrage,-,Norvégien,35mm,Couleur,Dolby Digital,1.85 : 1,,128 147,1h 47min,Comédie,,,Hans Petter Moland,"2,8",16,"3,3",105,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas mal,Très bien,,,,Pas mal,,,,,,,,Pas mal,,,,,,
189081,en salle,,-,-,-,Long métrage,5 000 000 EUR,"Anglais, Français, Portugais",-,Couleur,-,-,,-,1h 51min,Comédie dramatique,,,Jonathan Nossiter,"2,6",21,"2,4",96,,,,,,Pas terrible,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,Pas mal,Très bien,Très bien,,,Pas terrible,,,,,,,,Pas mal,,,,,,
183051,en salle,,02/01/2013,-,17/03/2011,Long métrage,-,"ARABIC, Français",35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,3 nominations,121 650,1h 33min,Comédie,Drame,,Angelo Cianci,"2,7",15,"2,2",152,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,Très bien,Pas mal,,,Très mauvais,,,,,,,,,,,,,,
183026,en salle,Canada,-,-,26/02/2012,Long métrage,1 000 000 USD,Français,-,Couleur,-,-,2 prix et 3 nominations,130253,1h 32min,Drame,,,Denis Côté,"3,4",12,"2,5",79,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,Chef-d'oeuvre,,,,,,,,,,,,,,,,,
138046,en salle,France,05/02/2013,-,09/07/2011,Long métrage,-,Français,-,Couleur,-,-,4 nominations,120698,1h 32min,Drame,,,Marina Déak,"3,2",11,"2,2",12,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
48063,en salle,Russie,05/04/2011,-,03/03/2011,Long métrage,-,Russe,-,Couleur,-,-,1 prix et 2 nominations,127498,1h 18min,Drame,,,Aleksey Fedorchenko,"3,6",14,"2,8",155,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,Très bien,,Chef-d'oeuvre,,,,,,,,,,,,,,,,
197397,en salle,Corée du Sud,-,-,-,Long métrage,-,Coréen,-,Couleur,-,-,,139203,1h 56min,Drame,,,N/A,"3,4",9,"3,7",49,,,,,,Pas mal,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,Pas mal,,,,,,
188422,en salle,Espagne,28/04/2014,-,03/03/2013,Long métrage,-,Espagnol,-,Couleur,-,-,4 nominations,133356,1h 30min,Drame,,,Montxo Armendariz,"2,8",9,"3,6",34,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
183870,en salle,,-,-,01/03/2020,Long métrage,-,"ARABIC, Hébreu, Russe",-,Couleur,-,-,2 nominations,122424,1h 42min,Drame,,,Eitan Zur,"2,9",17,"2,9",36,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,Très bien,Très bien,,,,,,,,,,,,,,,,,
190202,en salle,Italie,14/02/2019,-,01/10/2011,Long métrage,-,Italien,35mm,Couleur,Dolby SRD,1.85 : 1,2 nominations,-,1h 30min,Comédie,Drame,,Gianni Di Gregorio,"3,3",21,"2,5",212,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Très bien,,Très bien,,Pas mal,,,,,,,,Pas mal,,,,,,
192049,en salle,,-,-,-,Long métrage,-,Bosniaque,-,Couleur,-,-,,136105,1h 49min,Drame,,,Juanita Wilson (II),"2,4",9,"3,6",42,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
184012,en salle,,-,-,16/06/2011,Long métrage,-,Espagnol,-,Couleur,-,-,2 nominations,-,1h 38min,Drame,,,Pablo Larraín,"3,2",17,"2,2",119,,,,,,Très bien,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,
111725,en salle,France,-,-,25/04/2023,Long métrage,-,Français,35mm,Couleur,-,2.35 : 1 Cinemascope,,119494,1h 25min,Drame,Thriller,,Frédéric Cerulli,"1,3",3,"2,6",33,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
185346,en salle,,-,-,20/04/2012,Long métrage,-,Mandarin,-,Couleur,-,-,,116297,1h 53min,Drame,,,Wang Bing,"3,8",12,"3,4",69,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
188851,en salle,,-,-,-,Long métrage,-,Serbo-croate,-,Couleur,-,-,,-,1h 29min,Comédie dramatique,,,Rajko Grlić,"2,4",9,"2,3",21,,,,,,,Très mauvais,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180610,en salle,Israël,04/09/2012,-,30/07/2011,Long métrage,-,Hébreu,-,Couleur,-,-,3 nominations,-,1h 26min,Drame,,,Avishai Sivan,"2,9",15,"2,2",24,,,,,,Très bien,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,Pas terrible,,,,,,,Très bien,,,,,,,,,,
180611,en salle,,25/10/2011,-,28/12/2015,Long métrage,-,Français,-,Couleur,-,-,1 prix et 3 nominations,112568,1h 31min,Comédie,Drame,,N/A,"3,1",15,"2,3",140,,,,,,Pas mal,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas mal,,Pas mal,Très bien,,,,,,,,,,,,,,,,,
180475,en salle,,-,-,29/10/2020,Long métrage,-,Coréen,-,Couleur,-,-,1 prix et 1 nomination,-,1h 56min,Drame,,,Hong Sang-Soo,"3,7",16,"2,9",119,,,,,,Très bien,Très bien,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Pas mal,,,,,Très bien,,,Très bien,Très bien,,,,,,,,,,,,,,,,
182080,en salle,,-,-,-,Long métrage,-,Français,-,Couleur,-,-,,123887,1h 40min,Drame,,,Géraldine Bajard,"2,7",15,"1,9",41,,,,,,Pas terrible,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Pas mal,,,,,,,Très bien,,,,,,,,,,
170661,en salle,U.S.A.,-,-,01/08/2018,Long métrage,-,Anglais,-,Couleur,-,-,,127304,1h 43min,Comédie,Romance,,Rick Famuyiwa,"1,7",3,"2,4",161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184248,en salle,,22/05/2012,22/05/2012,07/04/2012,Long métrage,-,Anglais,-,Couleur,-,-,,130502,1h 43min,Epouvante-horreur,,,Bruce LaBruce,"2,0",9,"1,4",38,,,,,Très bien,Pas terrible,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,
